objectid,cdmid,title,format,thumb,images,source,date,creator,subjects,generalnote,sourceofdescription
special223,223,"News Release (February 22, 1968)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/84/00001/News_Release_Feb_22_1968_News_Columnthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/84/00001/News_Release_Feb_22_1968_News_Column.pdf,http://ncf.sobek.ufl.edu/NCF0000784,"February 22, 1968",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special224,224,"News Release (February 23, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/95/00001/News_Release_Feb_23_1966thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/95/00001/News_Release_Feb_23_1966.pdf,http://ncf.sobek.ufl.edu/NCF0000395,"February 23, 1966",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special225,225,"News Release (February 23, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/05/75/00001/News_Release_Feb_23_1967thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/05/75/00001/News_Release_Feb_23_1967.pdf,http://ncf.sobek.ufl.edu/NCF0000575,"February 23, 1967",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special226,226,"News Release (February 24, 1964)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/00/99/00001/News_Release_Feb_24_1964thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/00/99/00001/News_Release_Feb_24_1964.pdf,http://ncf.sobek.ufl.edu/NCF0000099,"February 24, 1964",New College of Florida,History;Planning;Records and correspondence,Two news releases.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special227,227,"News Release (February 25, 1968)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/85/00001/News_Release_Feb_25_1968_CEEBthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/85/00001/News_Release_Feb_25_1968_CEEB.pdf,http://ncf.sobek.ufl.edu/NCF0000785,"February 25, 1968",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special228,228,"News Release (February 27, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/96/00001/News_Release_Feb_27_1966thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/96/00001/News_Release_Feb_27_1966.pdf,http://ncf.sobek.ufl.edu/NCF0000396,"February 27, 1966",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special229,229,"News Release (February 27, 1968)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/86/00001/News_Release_Feb_27_1968_Brownthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/86/00001/News_Release_Feb_27_1968_Brown.pdf,http://ncf.sobek.ufl.edu/NCF0000786,"February 27, 1968",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special230,230,"News Release (February 27, 1968)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/87/00001/News_Release_Feb_27_1968_Farm_Schoolthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/87/00001/News_Release_Feb_27_1968_Farm_School.pdf,http://ncf.sobek.ufl.edu/NCF0000787,"February 27, 1968",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special231,231,"News Release (February 27, 1968)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/88/00001/News_Release_Feb_27_1968_Filmthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/88/00001/News_Release_Feb_27_1968_Film.pdf,http://ncf.sobek.ufl.edu/NCF0000788,"February 27, 1968",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special232,232,"News Release (February 29, 1968)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/89/00001/News_Release_Feb_29_1968_Mayerthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/89/00001/News_Release_Feb_29_1968_Mayer.pdf,http://ncf.sobek.ufl.edu/NCF0000789,"February 29, 1968",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special233,233,"News Release (February 29, 1968)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/90/00001/News_Release_Feb_29_1968_News_Columnthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/90/00001/News_Release_Feb_29_1968_News_Column.pdf,http://ncf.sobek.ufl.edu/NCF0000790,"February 29, 1968",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special234,234,"News Release (February 29, 1968)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/91/00001/News_Release_Feb_29_1968_South_Hallthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/91/00001/News_Release_Feb_29_1968_South_Hall.pdf,http://ncf.sobek.ufl.edu/NCF0000791,"February 29, 1968",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special235,235,"News Release (February 3, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/84/00001/News_Release_Feb_03_1966thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/84/00001/News_Release_Feb_03_1966.pdf,http://ncf.sobek.ufl.edu/NCF0000384,"February 3, 1966",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special236,236,"News Release (February 3, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/05/49/00001/News_Release_Feb_03_1967_Olsenthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/05/49/00001/News_Release_Feb_03_1967_Olsen.pdf,http://ncf.sobek.ufl.edu/NCF0000549,"February 3, 1967",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special237,237,"News Release (February 3, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/05/50/00001/News_Release_Feb_03_1967_Thomasthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/05/50/00001/News_Release_Feb_03_1967_Thomas.pdf,http://ncf.sobek.ufl.edu/NCF0000550,"February 3, 1967",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special238,238,"News Release (February 3, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/05/51/00001/News_Release_Feb_03_1967_Thurstonthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/05/51/00001/News_Release_Feb_03_1967_Thurston.pdf,http://ncf.sobek.ufl.edu/NCF0000551,"February 3, 1967",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special239,239,"News Release (February 4, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/85/00001/News_Release_Feb_04_1966thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/85/00001/News_Release_Feb_04_1966.pdf,http://ncf.sobek.ufl.edu/NCF0000385,"February 4, 1966",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special240,240,"News Release (February 4, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/05/52/00001/News_Release_Feb_04_1967thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/05/52/00001/News_Release_Feb_04_1967.pdf,http://ncf.sobek.ufl.edu/NCF0000552,"February 4, 1967",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special241,241,"News Release (February 4, 1968)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/68/00001/News_Release_Feb_04_1968_Rubensteinthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/68/00001/News_Release_Feb_04_1968_Rubenstein.pdf,http://ncf.sobek.ufl.edu/NCF0000768,"February 4, 1968",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special242,242,"News Release (February 5, 1964)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/00/92/00001/News_Release_Feb_05_1964thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/00/92/00001/News_Release_Feb_05_1964.pdf,http://ncf.sobek.ufl.edu/NCF0000092,"February 5, 1964",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special243,243,"News Release (February 5, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/05/53/00001/News_Release_Feb_05_1967thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/05/53/00001/News_Release_Feb_05_1967.pdf,http://ncf.sobek.ufl.edu/NCF0000553,"February 5, 1967",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special244,244,"News Release (February 5, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/05/54/00001/News_Release_Feb_05_1967_Inaugurationthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/05/54/00001/News_Release_Feb_05_1967_Inauguration.pdf,http://ncf.sobek.ufl.edu/NCF0000554,"February 5, 1967",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special245,245,"News Release (February 5, 1968)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/69/00001/News_Release_Feb_05_1968thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/69/00001/News_Release_Feb_05_1968.pdf,http://ncf.sobek.ufl.edu/NCF0000769,"February 5, 1968",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
